,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
2100,21,Male,Civil,0,8.0,Yes,No,1
2101,21,Male,Mechanical,0,8.0,Yes,No,1
2102,21,Male,Electrical,0,7.0,No,No,0
2103,20,Male,Information Technology,0,8.0,No,Yes,1
2104,21,Male,Computer Science,0,7.0,No,No,0
2105,20,Female,Computer Science,2,6.0,Yes,No,1
2106,21,Male,Computer Science,1,6.0,No,No,0
2107,21,Female,Electrical,0,8.0,No,No,1
2108,21,Male,Computer Science,0,7.0,No,No,0
2109,21,Male,Civil,0,7.0,No,No,0
2110,20,Male,Civil,2,7.0,No,No,0
2111,20,Female,Information Technology,0,6.0,No,No,0
2112,21,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2113,20,Male,Information Technology,0,8.0,No,No,1
2114,20,Male,Computer Science,1,8.0,No,No,1
2115,21,Male,Civil,0,8.0,No,Yes,1
2116,20,Male,Computer Science,2,6.0,No,No,1
2117,21,Female,Mechanical,1,8.0,Yes,No,1
2118,20,Male,Civil,0,8.0,No,Yes,1
2119,20,Male,Computer Science,1,7.0,No,No,0
2120,21,Male,Mechanical,0,6.0,Yes,No,0
2121,20,Male,Mechanical,0,7.0,Yes,No,0
2122,20,Male,Electronics And Communication,1,6.0,No,Yes,0
2123,20,Female,Computer Science,0,6.0,Yes,Yes,0
2124,20,Male,Mechanical,0,6.0,Yes,Yes,0
2125,20,Male,Computer Science,1,8.0,No,No,1
2126,20,Male,Civil,1,6.0,No,No,0
2127,20,Male,Computer Science,0,8.0,No,No,1
2128,20,Male,Electronics And Communication,1,6.0,No,No,0
2129,21,Female,Information Technology,0,7.0,No,No,0
2130,20,Male,Electrical,1,7.0,No,No,1
2131,20,Male,Computer Science,0,7.0,No,No,0
2132,21,Female,Electronics And Communication,1,8.0,No,No,1
2133,21,Male,Electronics And Communication,1,7.0,No,Yes,1
2134,21,Male,Mechanical,0,7.0,No,No,0
2135,21,Female,Electronics And Communication,1,8.0,No,No,1
2136,20,Male,Civil,1,8.0,No,No,1
2137,21,Male,Electronics And Communication,0,7.0,No,No,1
2138,20,Male,Civil,0,6.0,Yes,Yes,0
2139,21,Male,Information Technology,2,6.0,No,No,1
2140,20,Male,Information Technology,0,7.0,No,No,0
2141,20,Male,Electronics And Communication,0,6.0,No,No,0
2142,20,Male,Information Technology,0,6.0,No,No,0
2143,20,Male,Mechanical,1,6.0,Yes,No,0
2144,21,Male,Electronics And Communication,0,7.0,No,No,0
2145,20,Male,Mechanical,0,7.0,Yes,No,0
2146,21,Male,Civil,1,6.0,No,No,0
2147,20,Male,Information Technology,1,8.0,No,No,1
2148,21,Male,Computer Science,1,6.0,No,No,0
2149,21,Male,Computer Science,1,7.0,Yes,No,0
2150,21,Male,Computer Science,1,8.0,No,No,1
2151,20,Male,Mechanical,1,8.0,Yes,No,1
2152,20,Male,Information Technology,0,8.0,No,Yes,1
2153,20,Male,Computer Science,0,6.0,No,Yes,0
2154,21,Male,Mechanical,1,8.0,Yes,No,1
2155,20,Male,Civil,0,8.0,No,No,1
2156,20,Female,Electronics And Communication,0,6.0,No,No,0
2157,21,Male,Electrical,0,8.0,No,No,1
2158,21,Male,Mechanical,0,6.0,Yes,No,0
2159,21,Female,Computer Science,1,6.0,Yes,No,0
2160,20,Male,Information Technology,0,6.0,No,No,0
2161,21,Male,Civil,1,8.0,No,No,1
2162,20,Male,Mechanical,1,8.0,Yes,No,1
2163,21,Female,Electrical,1,8.0,No,No,1
2164,21,Male,Civil,0,7.0,No,No,0
2165,21,Male,Mechanical,0,7.0,Yes,No,0
2166,21,Male,Electronics And Communication,0,7.0,No,No,1
2167,20,Male,Computer Science,1,8.0,No,No,1
2168,21,Female,Information Technology,1,8.0,Yes,No,1
2169,20,Female,Information Technology,1,8.0,Yes,No,1
2170,20,Male,Mechanical,0,7.0,Yes,No,0
2171,20,Male,Information Technology,2,6.0,No,No,1
2172,21,Male,Computer Science,1,7.0,No,No,0
2173,21,Female,Mechanical,1,6.0,Yes,No,0
2174,21,Male,Computer Science,2,6.0,No,No,1
2175,20,Male,Information Technology,1,7.0,No,No,0
2176,20,Male,Civil,0,6.0,Yes,No,0
2177,21,Male,Mechanical,0,7.0,Yes,Yes,0
2178,21,Male,Computer Science,2,7.0,No,Yes,0
2179,20,Male,Information Technology,0,7.0,No,Yes,0
2180,20,Male,Civil,0,7.0,Yes,No,0
2181,21,Male,Electronics And Communication,0,7.0,No,No,1
2182,21,Female,Information Technology,1,8.0,Yes,No,1
2183,21,Male,Mechanical,0,6.0,Yes,No,0
2184,21,Female,Computer Science,1,8.0,Yes,No,1
2185,20,Female,Information Technology,0,7.0,No,No,0
2186,21,Male,Mechanical,1,7.0,Yes,No,0
2187,21,Male,Civil,0,8.0,No,No,1
2188,21,Male,Information Technology,0,7.0,No,No,0
2189,20,Male,Information Technology,1,7.0,No,Yes,0
2190,21,Male,Mechanical,0,6.0,No,Yes,0
2191,21,Male,Electrical,2,6.0,No,Yes,0
2192,21,Male,Electrical,0,7.0,No,No,0
2193,20,Male,Computer Science,1,7.0,Yes,No,0
2194,20,Female,Computer Science,0,7.0,Yes,No,0
2195,20,Male,Computer Science,1,8.0,No,No,1
2196,20,Male,Civil,0,7.0,No,Yes,0
2197,20,Male,Civil,2,9.0,No,No,1
2198,21,Female,Computer Science,1,9.0,Yes,No,1
2199,20,Male,Electrical,0,9.0,Yes,No,1
2200,20,Male,Civil,2,9.0,No,No,1
2201,20,Male,Information Technology,0,8.0,No,No,1
2202,21,Male,Computer Science,1,8.0,No,No,1
2203,21,Male,Information Technology,1,8.0,No,No,1
2204,20,Male,Electronics And Communication,0,7.0,No,No,1
2205,20,Male,Computer Science,1,9.0,No,No,1
2206,21,Male,Civil,1,8.0,No,No,1
2207,21,Male,Mechanical,0,7.0,Yes,Yes,0
2208,21,Male,Electronics And Communication,2,7.0,Yes,Yes,1
2209,21,Female,Computer Science,1,7.0,Yes,No,0
2210,21,Male,Computer Science,2,8.0,No,No,1
2211,21,Male,Computer Science,0,8.0,No,No,1
2212,21,Male,Civil,0,7.0,No,No,0
2213,21,Male,Computer Science,0,8.0,No,No,1
2214,21,Male,Information Technology,1,9.0,Yes,No,1
2215,21,Male,Information Technology,0,7.0,No,No,0
2216,20,Female,Computer Science,0,7.0,Yes,No,0
2217,21,Male,Information Technology,1,7.0,No,No,0
2218,21,Male,Computer Science,1,8.0,No,No,1
2219,20,Male,Electrical,0,9.0,No,Yes,1
2220,21,Male,Electrical,1,9.0,No,No,1
2221,20,Male,Computer Science,1,9.0,No,No,1
2222,21,Male,Mechanical,1,9.0,Yes,No,1
2223,21,Female,Computer Science,1,8.0,Yes,No,1
2224,21,Male,Electronics And Communication,1,9.0,No,Yes,1
2225,20,Female,Mechanical,1,8.0,Yes,No,1
2226,21,Male,Computer Science,1,8.0,No,No,1
2227,20,Female,Information Technology,0,8.0,No,No,1
2228,20,Male,Civil,1,9.0,No,No,1
2229,21,Female,Electronics And Communication,0,9.0,No,No,1
2230,21,Female,Information Technology,0,8.0,No,No,1
2231,21,Male,Mechanical,0,7.0,Yes,No,0
2232,21,Male,Electrical,0,9.0,No,No,1
2233,20,Male,Electrical,1,8.0,No,No,1
2234,21,Female,Computer Science,2,9.0,Yes,Yes,1
2235,20,Female,Information Technology,0,7.0,No,No,0
2236,21,Male,Mechanical,1,9.0,Yes,Yes,1
2237,21,Male,Civil,0,9.0,Yes,No,1
2238,20,Male,Electronics And Communication,1,7.0,No,Yes,1
2239,20,Male,Computer Science,1,7.0,No,No,0
2240,21,Male,Information Technology,0,7.0,No,No,0
2241,20,Male,Mechanical,0,9.0,Yes,No,1
2242,21,Male,Electronics And Communication,0,9.0,No,Yes,1
2243,21,Male,Electronics And Communication,0,8.0,No,No,1
2244,20,Male,Civil,0,9.0,Yes,Yes,1
2245,20,Male,Electrical,1,8.0,No,Yes,1
2246,20,Male,Information Technology,0,8.0,No,No,1
2247,20,Male,Information Technology,1,7.0,No,No,0
2248,20,Male,Computer Science,1,7.0,No,No,0
2249,21,Male,Electrical,1,9.0,No,No,1
2250,20,Female,Electronics And Communication,0,8.0,No,No,1
2251,20,Male,Electrical,0,9.0,No,Yes,1
2252,20,Male,Computer Science,1,8.0,No,No,1
2253,20,Male,Mechanical,0,9.0,Yes,Yes,1
2254,20,Male,Computer Science,1,8.0,No,No,1
2255,20,Male,Electronics And Communication,1,9.0,Yes,Yes,1
2256,21,Male,Information Technology,2,9.0,No,No,1
2257,20,Male,Electrical,1,7.0,No,Yes,1
2258,21,Male,Electrical,0,9.0,No,No,1
2259,21,Male,Mechanical,0,8.0,Yes,No,1
2260,20,Male,Civil,0,9.0,No,No,1
2261,21,Female,Computer Science,0,7.0,Yes,No,0
2262,20,Female,Electrical,1,7.0,No,No,1
2263,20,Male,Information Technology,1,8.0,Yes,No,1
2264,21,Female,Electronics And Communication,0,7.0,No,No,1
2265,21,Male,Electrical,0,8.0,No,No,1
2266,21,Male,Information Technology,0,8.0,No,No,1
2267,20,Male,Electrical,0,9.0,No,Yes,1
2268,21,Male,Electronics And Communication,1,7.0,No,No,1
2269,20,Male,Electronics And Communication,2,7.0,No,No,1
2270,21,Male,Computer Science,2,8.0,No,No,1
2271,20,Male,Civil,0,9.0,No,No,1
2272,20,Male,Computer Science,1,8.0,No,No,1
2273,21,Male,Electrical,0,9.0,No,No,1
2274,21,Male,Electronics And Communication,0,7.0,No,No,1
2275,20,Male,Information Technology,0,8.0,No,No,1
2276,21,Female,Computer Science,0,8.0,Yes,No,1
2277,20,Male,Electronics And Communication,2,7.0,No,No,1
2278,21,Male,Information Technology,1,8.0,Yes,No,1
2279,21,Male,Computer Science,1,7.0,No,No,0
2280,20,Male,Civil,1,7.0,Yes,No,0
2281,21,Female,Electronics And Communication,2,8.0,No,No,1
2282,21,Male,Information Technology,1,8.0,No,Yes,1
2283,20,Male,Computer Science,2,7.0,No,No,1
2284,20,Male,Information Technology,0,9.0,No,No,1
2285,20,Male,Information Technology,2,8.0,No,No,1
2286,20,Male,Electronics And Communication,1,7.0,No,No,0
2287,20,Male,Information Technology,1,9.0,No,No,1
2288,20,Male,Electronics And Communication,1,7.0,No,No,1
2289,21,Female,Computer Science,1,9.0,Yes,No,1
2290,20,Male,Electronics And Communication,0,9.0,No,No,1
2291,20,Male,Computer Science,0,8.0,No,Yes,1
2292,21,Male,Electrical,0,8.0,No,No,1
2293,20,Male,Electrical,1,7.0,No,No,1
2294,20,Male,Computer Science,0,9.0,No,Yes,1
2295,21,Male,Mechanical,1,7.0,Yes,No,0
2296,20,Male,Mechanical,0,7.0,Yes,Yes,0
2297,21,Male,Information Technology,1,8.0,No,No,1
2298,20,Male,Electrical,0,8.0,Yes,No,1
2299,21,Male,Mechanical,1,8.0,No,No,1
2300,20,Male,Information Technology,0,7.0,No,No,0
2301,20,Male,Information Technology,0,9.0,No,No,1
2302,21,Male,Mechanical,0,9.0,Yes,No,1
2303,21,Male,Mechanical,0,7.0,Yes,Yes,0
2304,20,Female,Electrical,1,7.0,No,Yes,1
2305,21,Male,Computer Science,0,8.0,No,No,1
2306,21,Female,Information Technology,1,9.0,No,No,1
2307,21,Female,Information Technology,0,7.0,No,No,0
2308,20,Male,Civil,0,9.0,No,Yes,1
2309,21,Male,Electronics And Communication,1,9.0,No,No,1
2310,20,Male,Electronics And Communication,1,8.0,Yes,Yes,1
2311,20,Male,Computer Science,1,7.0,No,No,0
2312,20,Male,Electronics And Communication,1,8.0,No,Yes,1
2313,21,Male,Information Technology,0,8.0,No,No,1
2314,21,Male,Computer Science,0,7.0,No,No,0
2315,20,Male,Mechanical,0,7.0,Yes,No,0
2316,21,Male,Computer Science,2,7.0,No,Yes,0
2317,20,Male,Information Technology,0,9.0,No,No,1
2318,20,Female,Computer Science,0,8.0,Yes,No,1
2319,20,Male,Electronics And Communication,0,7.0,No,No,1
2320,20,Male,Civil,1,9.0,No,No,1
2321,20,Male,Information Technology,1,7.0,No,Yes,0
2322,21,Male,Computer Science,1,9.0,No,No,1
2323,20,Male,Information Technology,0,7.0,No,No,0
2324,20,Male,Information Technology,1,7.0,Yes,No,0
2325,20,Female,Computer Science,2,8.0,Yes,No,1
2326,20,Male,Electrical,1,7.0,Yes,Yes,1
2327,20,Male,Electronics And Communication,0,8.0,No,No,1
2328,20,Female,Information Technology,2,8.0,No,No,1
2329,20,Male,Computer Science,0,8.0,No,No,1
2330,20,Male,Mechanical,0,8.0,Yes,No,1
2331,20,Male,Mechanical,0,8.0,Yes,No,1
2332,20,Male,Computer Science,0,6.0,No,No,0
2333,21,Male,Computer Science,1,6.0,No,No,0
2334,20,Male,Computer Science,1,6.0,No,No,0
2335,21,Male,Mechanical,0,6.0,Yes,No,0
2336,20,Male,Computer Science,1,6.0,No,No,0
2337,20,Male,Information Technology,0,8.0,No,Yes,1
2338,21,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2339,20,Male,Electronics And Communication,0,7.0,No,No,0
2340,21,Female,Information Technology,2,8.0,No,No,1
2341,21,Male,Electrical,0,6.0,No,Yes,0
2342,21,Female,Computer Science,2,8.0,No,No,1
2343,20,Female,Information Technology,1,7.0,No,Yes,0
2344,20,Male,Electronics And Communication,1,7.0,Yes,Yes,0
2345,20,Female,Electronics And Communication,0,8.0,No,No,1
2346,20,Male,Information Technology,1,7.0,No,No,0
2347,21,Male,Civil,0,8.0,No,No,1
2348,21,Male,Electrical,0,7.0,No,No,0
2349,20,Male,Electrical,1,7.0,No,Yes,1
2350,20,Male,Computer Science,1,7.0,No,No,0
2351,20,Male,Electrical,0,8.0,No,No,1
2352,21,Female,Computer Science,1,8.0,Yes,No,1
2353,21,Male,Electrical,0,8.0,No,No,1
2354,21,Male,Mechanical,1,7.0,No,No,0
2355,21,Male,Electrical,0,8.0,No,No,1
2356,20,Female,Electrical,0,8.0,No,No,1
2357,20,Male,Information Technology,0,6.0,No,No,0
2358,20,Male,Information Technology,0,6.0,No,No,0
2359,20,Male,Electronics And Communication,2,8.0,No,No,1
2360,20,Male,Mechanical,0,6.0,Yes,Yes,0
2361,21,Male,Information Technology,0,8.0,No,No,1
2362,21,Male,Electrical,1,8.0,No,No,1
2363,20,Male,Computer Science,0,6.0,No,No,0
2364,20,Female,Information Technology,1,7.0,No,No,0
2365,21,Male,Electronics And Communication,0,8.0,No,No,1
2366,21,Female,Electronics And Communication,1,8.0,No,No,1
2367,20,Female,Computer Science,0,6.0,Yes,No,0
2368,21,Male,Computer Science,0,7.0,No,No,0
2369,20,Male,Computer Science,0,7.0,No,Yes,0
2370,20,Male,Electronics And Communication,0,6.0,No,No,0
2371,20,Female,Electrical,0,6.0,No,No,0
2372,20,Male,Computer Science,0,7.0,No,No,0
2373,20,Male,Civil,1,6.0,No,No,0
2374,21,Female,Computer Science,1,8.0,Yes,No,1
2375,21,Male,Electrical,1,6.0,No,No,0
2376,20,Male,Computer Science,1,6.0,No,No,0
2377,21,Male,Electrical,1,8.0,No,Yes,1
2378,20,Male,Electronics And Communication,0,6.0,No,No,0
2379,20,Male,Mechanical,1,6.0,No,Yes,0
2380,21,Female,Computer Science,2,6.0,Yes,No,1
2381,20,Male,Electronics And Communication,1,6.0,No,Yes,0
2382,20,Female,Electronics And Communication,0,7.0,No,No,1
2383,20,Male,Information Technology,1,8.0,No,Yes,1
2384,20,Male,Mechanical,0,8.0,Yes,No,1
2385,20,Female,Information Technology,0,8.0,No,No,1
2386,20,Male,Civil,1,8.0,No,No,1
2387,20,Male,Electrical,0,8.0,No,No,1
2388,20,Male,Civil,1,8.0,No,No,1
2389,23,Male,Electronics And Communication,0,8.0,No,No,1
2390,22,Male,Mechanical,0,7.0,Yes,No,0
2391,22,Male,Electronics And Communication,0,6.0,No,Yes,0
2392,22,Female,Information Technology,1,6.0,Yes,No,0
2393,21,Male,Computer Science,1,7.0,No,No,0
2394,21,Male,Computer Science,1,8.0,No,No,1
2395,23,Male,Computer Science,0,6.0,No,No,0
2396,23,Male,Mechanical,1,6.0,Yes,No,0
2397,23,Male,Computer Science,1,8.0,No,No,1
2398,21,Male,Computer Science,1,7.0,No,No,0
2399,23,Male,Mechanical,0,7.0,Yes,No,0
2400,21,Male,Computer Science,2,6.0,No,No,1
2401,23,Male,Electrical,0,7.0,No,Yes,0
2402,23,Male,Computer Science,1,7.0,No,No,0
2403,23,Male,Electrical,0,6.0,Yes,No,0
2404,21,Male,Information Technology,1,8.0,Yes,Yes,1
2405,23,Male,Civil,0,7.0,No,No,0
2406,23,Male,Information Technology,1,6.0,No,Yes,0
2407,21,Male,Computer Science,1,7.0,No,No,0
2408,22,Male,Mechanical,0,6.0,Yes,No,0
2409,21,Male,Computer Science,1,7.0,No,No,0
2410,21,Male,Mechanical,0,7.0,Yes,Yes,0
2411,21,Male,Civil,1,8.0,No,No,1
2412,22,Male,Civil,1,7.0,No,Yes,0
2413,21,Male,Civil,0,6.0,No,No,0
2414,22,Female,Information Technology,0,7.0,No,Yes,0
2415,21,Male,Mechanical,1,8.0,Yes,No,1
2416,23,Male,Mechanical,0,6.0,Yes,No,0
2417,23,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2418,22,Male,Electronics And Communication,2,8.0,No,No,1
2419,23,Male,Electronics And Communication,1,7.0,No,No,1
2420,22,Male,Information Technology,1,8.0,No,No,1
2421,23,Female,Computer Science,1,6.0,Yes,No,0
2422,21,Male,Information Technology,0,6.0,No,Yes,0
2423,23,Male,Electronics And Communication,0,6.0,No,Yes,0
2424,23,Male,Information Technology,1,6.0,No,No,0
2425,23,Male,Information Technology,0,7.0,No,Yes,0
2426,23,Male,Electronics And Communication,1,7.0,No,Yes,1
2427,23,Male,Mechanical,0,6.0,Yes,No,0
2428,21,Male,Information Technology,0,6.0,No,Yes,0
2429,21,Male,Computer Science,1,7.0,No,No,0
2430,22,Male,Information Technology,0,7.0,No,No,0
2431,23,Male,Information Technology,0,8.0,No,No,1
2432,22,Male,Mechanical,1,6.0,Yes,Yes,0
2433,21,Male,Mechanical,0,7.0,Yes,No,0
2434,22,Male,Mechanical,0,7.0,Yes,No,0
2435,21,Male,Mechanical,0,8.0,Yes,No,1
2436,21,Male,Computer Science,1,7.0,No,No,0
2437,23,Male,Electronics And Communication,1,8.0,Yes,Yes,1
2438,21,Male,Information Technology,0,7.0,No,Yes,0
2439,22,Male,Mechanical,0,7.0,Yes,No,0
2440,22,Male,Mechanical,1,8.0,Yes,Yes,1
2441,21,Male,Electrical,0,7.0,No,No,0
2442,23,Female,Mechanical,1,7.0,No,No,0
2443,21,Female,Information Technology,0,7.0,No,No,0
2444,21,Male,Electrical,0,7.0,Yes,No,0
2445,23,Male,Civil,1,8.0,No,No,1
2446,23,Male,Computer Science,1,8.0,No,No,1
2447,22,Male,Information Technology,1,6.0,No,Yes,0
2448,22,Male,Computer Science,1,7.0,No,No,0
2449,21,Female,Information Technology,1,8.0,Yes,No,1
2450,22,Male,Computer Science,0,8.0,No,No,1
2451,22,Male,Mechanical,0,6.0,Yes,No,0
2452,22,Male,Information Technology,0,6.0,No,No,0
2453,22,Male,Civil,0,8.0,Yes,No,1
2454,22,Male,Information Technology,1,8.0,No,No,1
2455,23,Male,Electronics And Communication,0,6.0,No,No,0
2456,23,Male,Civil,2,8.0,No,No,1
2457,21,Male,Electronics And Communication,0,8.0,No,No,1
2458,23,Male,Information Technology,1,7.0,No,No,0
2459,22,Male,Electronics And Communication,2,6.0,No,No,1
2460,23,Female,Electronics And Communication,0,7.0,No,No,1
2461,21,Male,Electrical,0,7.0,No,No,0
2462,21,Male,Electronics And Communication,0,8.0,No,No,1
2463,23,Male,Mechanical,0,8.0,Yes,Yes,1
2464,23,Female,Computer Science,1,8.0,Yes,No,1
2465,21,Male,Information Technology,1,7.0,No,No,0
2466,22,Male,Information Technology,2,6.0,No,No,1
2467,23,Male,Electronics And Communication,2,8.0,No,No,1
2468,23,Male,Computer Science,0,6.0,No,No,1
2469,23,Male,Computer Science,2,6.0,No,No,1
2470,21,Male,Computer Science,1,7.0,No,No,0
2471,21,Male,Computer Science,1,8.0,No,No,1
2472,21,Male,Electronics And Communication,2,7.0,No,No,1
2473,21,Male,Electronics And Communication,0,8.0,No,Yes,1
2474,21,Female,Information Technology,0,6.0,No,No,0
2475,23,Male,Information Technology,0,7.0,No,No,0
2476,22,Male,Computer Science,1,8.0,No,No,1
2477,21,Male,Information Technology,0,8.0,No,No,1
2478,21,Male,Mechanical,0,7.0,Yes,No,0
2479,23,Male,Information Technology,0,6.0,No,Yes,0
2480,23,Male,Civil,0,8.0,Yes,Yes,1
2481,22,Male,Mechanical,1,8.0,Yes,No,1
2482,23,Male,Information Technology,1,6.0,No,No,0
2483,23,Male,Information Technology,1,7.0,No,No,0
2484,22,Male,Mechanical,0,8.0,Yes,No,1
2485,21,Male,Civil,0,6.0,No,No,0
2486,21,Male,Computer Science,1,6.0,No,No,0
2487,22,Male,Computer Science,0,7.0,No,Yes,0
2488,21,Male,Electronics And Communication,0,7.0,No,No,1
2489,23,Female,Computer Science,0,7.0,Yes,Yes,0
2490,23,Male,Electronics And Communication,0,8.0,No,No,1
2491,22,Male,Electrical,2,8.0,No,Yes,1
2492,23,Male,Information Technology,1,8.0,Yes,No,1
2493,21,Male,Electronics And Communication,0,8.0,No,No,1
2494,22,Male,Electronics And Communication,2,7.0,No,No,0
2495,21,Male,Electronics And Communication,0,7.0,No,No,1
2496,23,Male,Information Technology,1,8.0,No,No,1
2497,21,Male,Information Technology,1,7.0,Yes,No,0
2498,23,Male,Information Technology,1,6.0,Yes,No,0
2499,23,Male,Information Technology,1,8.0,No,No,1
2500,22,Male,Electrical,0,6.0,No,No,0
2501,23,Male,Mechanical,0,7.0,Yes,No,0
2502,21,Male,Information Technology,0,8.0,No,No,1
2503,21,Male,Electrical,0,8.0,No,No,1
2504,21,Female,Computer Science,1,8.0,Yes,No,1
2505,21,Male,Civil,0,8.0,No,No,1
2506,22,Male,Electronics And Communication,0,8.0,No,No,1
2507,23,Male,Information Technology,0,6.0,No,No,0
2508,23,Male,Computer Science,0,8.0,No,No,1
2509,22,Male,Electrical,1,6.0,No,Yes,0
2510,21,Male,Mechanical,1,7.0,Yes,No,0
2511,23,Male,Computer Science,0,7.0,No,No,0
2512,21,Male,Information Technology,0,8.0,No,No,1
2513,22,Female,Computer Science,1,8.0,Yes,No,1
2514,22,Female,Computer Science,0,6.0,Yes,No,0
2515,23,Female,Computer Science,0,6.0,Yes,No,0
2516,21,Male,Computer Science,2,8.0,No,No,1
2517,21,Male,Mechanical,0,6.0,Yes,No,0
2518,21,Male,Computer Science,1,7.0,No,No,0
2519,23,Male,Computer Science,1,8.0,No,No,1
2520,23,Male,Electrical,1,8.0,No,No,1
2521,21,Male,Electronics And Communication,0,8.0,No,No,1
2522,23,Male,Information Technology,0,6.0,No,No,0
2523,23,Male,Mechanical,0,6.0,No,No,0
2524,21,Male,Computer Science,0,7.0,No,Yes,0
2525,21,Male,Mechanical,0,8.0,Yes,No,1
2526,22,Male,Electronics And Communication,0,7.0,No,No,0
2527,21,Male,Electrical,0,7.0,No,No,0
2528,23,Male,Mechanical,0,6.0,Yes,No,0
2529,23,Male,Electronics And Communication,0,8.0,No,No,1
2530,23,Male,Information Technology,1,7.0,No,Yes,0
2531,21,Male,Computer Science,1,7.0,No,No,0
2532,23,Male,Information Technology,1,7.0,Yes,Yes,0
2533,22,Male,Computer Science,2,8.0,No,Yes,1
2534,21,Male,Electrical,0,7.0,No,No,0
2535,22,Male,Civil,0,8.0,No,No,1
2536,23,Female,Computer Science,1,8.0,Yes,No,1
2537,23,Male,Mechanical,0,8.0,Yes,No,1
2538,22,Male,Electronics And Communication,0,7.0,No,No,0
2539,23,Female,Computer Science,1,8.0,No,Yes,1
2540,22,Male,Information Technology,0,7.0,No,No,0
2541,22,Male,Computer Science,0,8.0,No,No,1
2542,22,Male,Electrical,1,6.0,No,Yes,0
2543,23,Male,Computer Science,0,6.0,No,Yes,0
2544,23,Male,Information Technology,0,7.0,No,No,0
2545,23,Male,Mechanical,1,7.0,Yes,No,0
2546,23,Male,Information Technology,0,7.0,No,No,0
2547,23,Male,Mechanical,1,7.0,Yes,No,0
2548,22,Male,Information Technology,1,7.0,No,No,0
2549,22,Male,Computer Science,1,7.0,No,No,0
2550,23,Male,Civil,0,8.0,No,No,1
